id_film,Direccion,Guion,Puntuacion_IMDB,Puntuacion_Rottem,Duracion,Argumento
tt0440963,Paul Greengrass,"Tony Gilroy, Scott Z. Burns, George Nolfi",8.0,23%,1h 55min,
tt0442933,Robert Zemeckis,"Neil Gaiman, Roger Avary, Anonymous",6.3,23%,1h 55min,
tt0446013,Marcus Nispel,"Laeta Kalogridis, Nils Gaup",5.4,23%,1h 39min,
tt0443473,Scott Wiper,"Scott Wiper, Rob Hedden, Andy Hedden",6.0,23%,1h 54min,
tt0449088,Gore Verbinski,"Ted Elliott, Terry Rossio, Stuart Beattie",7.1,23%,2h 49min,
tt0451039,Marco Alejandro Santiago,Marco Alejandro Santiago,4.6,89%,2007,"A screenwriter's concept goes south during a surreal development meeting as two fast-talking studio executives proceed to turn his script concept into a T&A laden, gun fest driven, car chase between two hot & sexy females, in order to conform to a Hollywood style commercial marketing strategy."
tt0450293,Ryan Parrott,"Nick Cotton, Erick Gosse, Steve Rad",3.7,18%,1h 33min,"Jason Boyer is a loose-cannon special agent brought in by a narcotics task force to bring down De La Cruz crime family lieutenant Bobby Leoni. A rising star in the criminal underworld, Leoni excels at drug trafficking, a skill offset only by his weakness for the fairer sex, most notably the trophy wife of his crime lord boss, Nick De La Cruz."
tt0453556,Kevin Munroe,"Kevin Munroe, Peter Laird, Kevin Eastman",6.2,18%,1h 27min,
tt0455326,"Matt Maiellaro, Dave Willis","Matt Maiellaro, Dave Willis",6.7,18%,1h 26min,"An action epic that explores the origins of Master Shake, Frylock, and Meatwad, better known as the Aqua Teen Hunger Force, who somehow become pitted in a battle over an immortal piece of exercise equipment."
tt0457319,Bo Webb,"Anghus Houvouras, Eric Tomosunas, Bo Webb",3.8,88%,1h 20min,"Four friends plan the perfect small town bank heist, but choose the wrong night. Their plans go horribly wrong when vampiric zombies attack the town and trap them in the bank. Can they escape with the money and their lives?"
tt0457748,Kenn Scott,Kenn Scott,4.2,10%,1h 30min,"Johnny discovers half of a magic spear - it's part of his dad's guitar. When the other half lands in the hands of an evil spirit bent on world domination, the stage is set for bone-crunching martial arts action!,"
tt0458050,Ameer Sultan,"Gautam Siddharth, Ameer Sultan",8.2,93%,2h 42min,
tt0459605,Vidhu Vinod Chopra,"Vidhu Vinod Chopra, Abhijat Joshi, Swanand Kirkire",6.0,75%,1h 45min,"As the kingdom of Devigarh comes apart at the seams, an aging bodyguard attempts to protect the Royal Family, as well as keep its darkest secrets from ever coming to light."
tt0459759,Anton Megerdichev,"Aleksey Sidorov, Alexander Dorbinyan",5.8,10%,2h 15min,"A young Russian boxer makes a comeback after going against all odds. When he accidentally kills his opponent in the ring, the son of a powerful mafia kingpin, he must fight for his own life."
tt0459924,Mikhail Khleborodov,"Mikhail Khleborodov, Galina Koltunova, Yusup Bakhshiev",5.0,10%,1h 28min,"In the near future, special forces are fighting a virus unknown to science. Dark action based on the story of Ivan Okhlobystin"
tt0460780,Uwe Boll,"Doug Taylor, Jason Rappaport, Dan Stroncak",3.8, 4%,2h 7min,
tt0462611,U. Wolfgang Wagenknecht,"Steve Straka, U. Wolfgang Wagenknecht",3.3,18%,1h 21min,"Set in the world of X-treme snowboarding ""White Air"" tells the story of Alex Crow, ('Riley Smith' ), a once-promising snowboarder who has lost his edge. To make ends meet he is working in Steve's local garage (Tom Sizemore) to help support himself. Though able to fly sky high, Alex's preoccupation with his family's problems have left him in a rut, estranged from his g... Leer todo"
tt0462322,"Robert Rodriguez, Eli Roth, Quentin Tarantino","Robert Rodriguez, Rob Zombie, Edgar Wright",7.5,84%,3h 11min,
tt0462229,Les Mayfield,"Robert Adetuyi, George Gallo",4.6, 4%,1h 24min,"An amnesiac wakes up in a hotel room next to a dead FBI agent and $250,000. Is the sexy lady in the lobby his wife? Is he a spy or a cleaner?"
tt0462540,Kent Faulcon,Kent Faulcon,5.6, 4%,1h 41min,"When a small town teacher mistakes the hit-man hired to kill her for her long lost brother, a tangled web of family secrets, deadly deception and forbidden love is spun that could destroy them all."
tt0462396,Doug Lefler,"Jez Butterworth, Tom Butterworth, Carlo Carlei",5.4,15%,1h 41min,
tt0465234,Jon Turteltaub,"Marianne Wibberley, Cormac Wibberley, Gregory Poirier",6.5,36%,2h 4min,
tt0465602,Michael Davis,Michael Davis,6.6,67%,1h 26min,
tt0465494,Xavier Gens,Skip Woods,6.2,16%,1h 34min,
tt0464118,Rowdy Stovall,Rowdy Stovall,4.4,67%,1h 25min,Ryan is getting married. His friends take him across the US-Mexican border for a bachelor party the night before his wedding. A night that begins with tequila and strippers turns fatal when the boys cross paths with a local drug lord. Based on a true events.
tt0466449,Nikolaj Arcel,"Nikolaj Arcel, Rasmus Heisterberg",5.7,67%,1h 40min,"A Danish girl sees her brother's body be taken over by the soul of an 1800s man. A boy and the local, clairvoyant inventor agree to help her. They're up against dark forces and time when they head off to the Island of Lost Souls."
tt0467110,Frederik Du Chau,"Adam Rifkin, Joe Piscatella, Craig A. Williams",4.8,14%,1h 40min,
tt0471359,Aigars Grauba,"Lisa Eichhorn, Andrejs Ekis, Aigars Grauba",6.6,27%,1h 58min,"The First World War is over. Martins, after many years spent in war abroad, returns to his bride Elza in Latvia. He does not realize that the decisive battle for the heart of Elza and for the newly founded Latvian state is yet to come."
tt0471043,Harold Gasnier,Ian Craig,8.2,27%,1h 24min,"By taking away everything in life that matters to him, Ex-SBS Operative, Brett Gunner,is tricked into doing one more mission, which leads to breaking an undercover drug smuggling operation, but also breaking the world he wants back."
tt0473188,John Herzfeld,"Bob Krakower, Larry Schapiro, Don Winslow",5.8,42%,1h 37min,
tt0475228,Brett A. Hart,"Brett A. Hart, Jeff O'Brien",5.4,32%,1h 40min,"Eddie finds himself being forced at a gunpoint, by an unseen assailant, on a dark and brutal journey through the harsh terrain of the Mojave desert. His nemesis is Jimmy, a man with an aberrant agenda; armed with a rifle, a scope, walkie-talkies and a truck, he has organized a series of ambushes and mantraps designed to push Eddie to the limits of his humanity and bey... Leer todo"
tt0476964,Neil Jordan,"Roderick Taylor, Bruce A. Taylor, Cynthia Mort",6.7,43%,2h 2min,
tt0476762,Guddu Dhanoa,Guddu Dhanoa,4.1,33%,2h 8min,A docile man gets enraged when a politician's son throws acid on her face and later kills the miscreant. He is then hunted by the police and politicians who wants him dead.
tt0476995,Todd Holland,"Claire-Dee Lim, Mike Werb, Michael Colleary",5.5,37%,1h 51min,"Rexxx, Hollywood's top canine star, gets lost and is adopted into a shabby firehouse. He teams up with a young kid to get the station back on its feet."
tt0476819,Ajay Chandhok,"Ajay Chandhok, Yunus Sajawal",3.7,27%,2h 5min,Two crooks attempts to blackmail a rich hotelier in order to get a huge sum of money. The plan goes horribly wrong as the hotelier is murdered and they have no choice except keeping his body to show him alive in order to be safe from law.
tt0476695,Oleg Ryaskov,Oleg Ryaskov,5.9,27%,2h 11min,"At the beginning of the 18th century, king of France exiles two duelists from the state: one to Russia and another to Sweden, which are at war."
tt0477138,York Alec Shackleton,York Alec Shackleton,3.6,27%,1h 36min,A group of young drug dealers make the mistake of their lives when they front a 10-pack of Kush to a risky crack-head. Burned out of thirty grand they take matters into their own hands and scheme to kidnap the crack-head's teenage brother.
tt0479181,Lee Abbott,"Lee Abbott, Steven D. Binder, Neil Mahoney",4.8,54%,1h 28min,"Meet Dave Bertman, a tightly wound 37 year-old father of one. Bertman's ""higher"" education begins when medical marijuana activists wielding ""loaded"" weapons interrupt a planned reunion barbecue with college debate chums. When his teenage daughter Gina Marie unexpectedly arrives with a joint found in her pocket, Bertman assumes the worst. Only after he faces his own hy... Leer todo"
tt0478737,Brent Huff,"Alexander Izotov, Alexander Nevsky, Alexey Omelchuk",2.7, 5%,1h 32min,An American professor (Brand) teams up with a Russian biker (Nevsky) to search for historical treasures buried in and around Moscow.
tt0479751,S. Shankar,"Swanand Kirkire, S. Shankar, Sujatha",7.5,82%,3h 8min,A software engineer comes to India in order to serve the nation and invest in its welfare. A few corrupt officials and politicians try to stop him while he tries to do good for the poor.
tt0479528,"Greg Mc, Lean","Greg Mc, Lean",6.2,82%,1h 39min,
tt0480249,Francis Lawrence,"Mark Protosevich, Akiva Goldsman, Richard Matheson",7.2,68%,1h 41min,
tt0479948,Jon Keeyes,Jon Keeyes,3.9,11%,1h 30min,
tt0480751,Daryush Shokof,"Sam T. Fard, Daryush Shokof, Jack Taylor",7.0,11%,1h 25min,An old man Jacuzzi and his Lolita beauty Jessica are so long and deeply in love that the pressure of it pushes them to blind perspectives where they decide to get it all over with on this very day. They are fed up with the God and the world and the other orders he has set on Earth for human beings to go through. They reject the idea that they have to die once their ti... Leer todo
tt0479880,Ivan Nichev,"Steven Cornwall, Menahem Golan",3.7, 0%,1h 42min,"Turkish and Neo Nazi gangs battle over territory and drug trafficking in Berlin, while a serial killer is on the loose. This action thriller brings several cultures together wanting to dispose of evil and stop the violence."
tt0482456,Jeff Brookshire,Jeff Brookshire,2.6,50%,1h 42min,"When the DEAD walk the earth, there's no place for a man of peace."
tt0482961,S.L. Puram Jayasurya,S.L. Puram Jayasurya,5.6,50%,PG-13,"Arjun, an athlete becomes a star of his college after he breaks another athlete Tinu's record. Unable to stomach Arjun's popularity, Tinu takes the competition between them to a personal level."
tt0483817,Alejandro Lozano,Tony Dalton,6.0,56%,1h 35min,
tt0483789,Scott Anderson,"Scott Anderson, William Shakespeare",6.8,96%,2007,"""Now is the winter of our discontent..."" With these timeless words, Duke Richard - lounging on his sun deck - sets his murderous plans in motion. His goal: to eliminate the hated rival Lancaster dynasty, and reign as undisputed king. Standing between him and the throne are his brothers Clarence and King Edward, his nephews the Princes, his bitter adversary Queen Eliza... Leer todo"
tt0484207,Adam Rifkin,Adam Rifkin,3.5,17%,1h 28min,"A philosophical caveman yearns for more out of life than sticks, stones and raw meat."
tt0485146,Othello Khanh,"John Board, Othello Khanh, Bernard Leroy-Deval",5.7,17%,1h 30min,"Saigon Eclipse is inspired by the ""Story of Kieu"", the classic Vietnamese epic poem written by Nguyen Du in the early 19th century. Our story revisits and updates the poem's principal themes of filial devotion, redemption and woman's submission; themes structuring Asian feudal society. The principal characters were retained and reinterpreted. Kieu, a beautiful and tal... Leer todo"
tt0486576,Tim Story,"Don Payne, Mark Frost, John Turman",5.6,38%,1h 32min,
tt0486640,Uwe Boll,"Uwe Boll, Bryan C. Knight",4.5, 9%,1h 40min,
tt0486946,Walt Becker,Brad Copeland,5.8,14%,1h 40min,
tt0488818,Tarek Abd Elmoaty,Tarek Abd Elmoaty,5.1,14%,2h,"Ez (Khaled Abol Naga) has a complex regarding Drugs and violence after he almost kills a guy in a fight while high on hash, His escape trip to his Family deserted retreat in Agami proves to be more than just a trip to clear the mind and start writing his first movie script.. It gradually becomes a life changing experience full of emotions and decisions including his d... Leer todo"
tt0489325,Aleksi Mäkelä,"Marko Leino, Reijo Mäki",6.2,45%,1h 32min,
tt0490081,Daryush Shokof,"Juliane Schulze, Daryush Shokof",5.0,11%,1h 30min,"The reverse writing of ""Medusa"" indicates a surreal story of a woman (Yangzom Brauen) in the woods, where she meets Satan experiencing a heavenly vision after consuming hallucinating mushrooms."
tt0490086,Rob Schneider,Josh Lieb,6.1,11%,1h 45min,
tt0490114,"Mark Jay, Ian Mc, Intyre",Mark Jay,4.0, 7%,1h 52min,"High-octane romance set in the recognizable - and sometimes gritty - world of Brighton's homegrown youth, as Boy Racer gangs uneasily coexist with the Indie scene."
tt0491161,Dan Neira,"Aline Robichaud, Liz Valenzuela",5.4,39%,2h,"Infused with sex, passion and betrayal, SPIN is the story of Latinos striving to attain the American Dream within the sexy Latin Music world of Miami. Though its characters fall prey to their own greed and ambition the story gives hope of redemption. Clichés of the ""Latino"" of typical Hollywood fare are broken. Latinos ""own"" the screen in this fresh vision of a world ... Leer todo"
tt0493118,Bryan Goeres,"Sam Hayes, Nick Angelo",4.5,27%,1h 29min,"Laura loses her family in a tragic fire while living in Spain. Just as she prepares to return home to the States, a member of the American embassy provides proof that it wasn't an accident. Laura decides to stay and uncover the truth about her family's death, a decision which soon places her own life in jeopardy as she becomes embroiled in murder, stolen diamonds, cov... Leer todo"
tt0494206,Andrew Prowse,"Kenneth M. Badish, Abram Cox, Boaz Davidson",3.3, 9%,1h 29min,"In a mystical land torn apart by civil war, a warrior princess must team up with a rival warrior prince to hunt down an evil sorcerer who has summoned a giant flying demon which is terrorizing their land."
tt0493417,Ahmed Khan,"Abbaas Hierapurwala, Umesh Shukla, Neeraj Vora",3.6,45%,2h 24min,A bunch of misfits and gangsters embarks on a journey to find a lost and stolen diamond.
tt0496342,Dale C. Reeves,Dale C. Reeves,5.9,45%,1h 33min,"Mafia boss Rocky Basta is a man of vast ambition who rules his dark empire with an iron fist. He plans to consolidate his power with that of his enemies to form a new world order. Instead of constantly going to war Rocky proposes a gladiatorial forum in which power is earned; respect won or lost, and disputes are resolved;..until death. ""Gentlemen we have always lived... Leer todo"
